"","Reference","Gene.Symbol","Annotation","p.val_d1.d0","log2FC_d1.d0","d0","q.val_d1.d0","sig_d1.d0","p.val_d2.d0","log2FC_d2.d0","d1","q.val_d2.d0","sig_d2.d0","d2","p.val_anova","q.val_anova","anova_sig","p.val_d4.d0","log2FC_d4.d0","d4","q.val_d4.d0","sig_d4.d0","p.val_d6.d0","log2FC_d6.d0","d6","q.val_d6.d0","sig_d6.d0","p.val_d8.d0","log2FC_d8.d0","d8","q.val_d8.d0","sig_d8.d0","p.val_d10.d0","log2FC_d10.d0","d10","q.val_d10.d0","sig_d10.d0","p.val_d12.d0","log2FC_d12.d0","d12","q.val_d12.d0","sig_d12.d0","cluster","d0_1","d0_2","d1_1","d1_2","d2_1","d2_2","d4_1","d4_2","d6_1","d6_2","d8_1","d8_2","d10_1","d10_2","d12_1","d12_2","hotellingT2","ProtID","Compartment_ss"
"155","sp|Q9NYU2|UGGG1_HUMAN","UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3",0.12875669533597,0.136944192022639,22.1237048083272,0.18179407505095,"n.s.",0.0151501907543082,0.301421772815811,22.2606490003498,0.029699047105803,"n.s.",22.425126581143,4.48753166103199e-08,1.68379822958427e-07,"sig",0.00453711842412676,0.522354004148141,22.6460588124753,0.0114781623841255,"n.s.",0.0023810124520429,0.722979810550584,22.8466846188777,0.00747772969761806,"up",0.0036842367418746,0.887394865400502,23.0110996737277,0.00903552528610097,"up",0.00174689477418228,0.891715255799824,23.015420064127,0.00595500998533351,"up",0.00306283216429042,0.790576486439193,22.9142812947663,0.00803342962994256,"up",2,22.1588862570785,22.0885233595758,22.2189527489519,22.3023452517477,22.4381903599914,22.4120628022945,22.6490103746969,22.6431072502537,22.850043117885,22.8433261198705,23.0520826286327,22.9701167188226,23.0278686780333,23.0029714502206,22.940461456245,22.8881011332877,145.368556834077,"sp|Q9NYU2|UGGG1_HUMAN_UGGT1","ER.Lumen"
"156","sp|Q8NBS9|TXND5_HUMAN","TXNDC5","Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2",0.481373636234975,-0.0497326060147323,22.4712077504015,0.536501285058377,"n.s.",0.138133526266319,-0.157749573083848,22.4214751443868,0.168129568725503,"n.s.",22.3134581773177,2.85940159726717e-06,5.57472197752427e-06,"sig",0.0327260441790659,-0.466098011218001,22.0051097391835,0.0464025999553919,"n.s.",0.0104910385733008,-0.542860497690739,21.9283472527108,0.0185546293916092,"n.s.",0.0133396736012566,-0.535629969569104,21.9355777808324,0.0215192159512713,"n.s.",0.00440512415715917,-0.827894288265448,21.6433134621361,0.00993465140150444,"down",0.0101617703468581,-1.01656659280721,21.4546411575943,0.0176190342255491,"down",1,22.4163615283001,22.5260539725029,22.4026880823606,22.440262206413,22.3495119644035,22.2774043902319,22.071941031178,21.938278447189,21.9168182887062,21.9398762167154,21.9056277963335,21.9655277653313,21.6377213294734,21.6489055947988,21.3671459771468,21.5421363380419,144.253908882419,"sp|Q8NBS9|TXND5_HUMAN_TXNDC5","ER.Lumen"
"157","sp|Q9NTJ5|SAC1_HUMAN","SACM1L","Phosphatidylinositol-3-phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2",0.163753347869505,0.21206927089349,21.9288481174093,0.220360702629751,"n.s.",0.160481606560786,0.165377689948876,22.1409173883028,0.191728227418647,"n.s.",22.0942258073582,0.000342408256757214,0.000430312455250199,"sig",0.0566803578698918,-0.37000385318316,21.5588442642262,0.0734024809551582,"n.s.",0.0246763717056433,-0.460189126811475,21.4686589905979,0.0356257904801748,"n.s.",0.118193214848338,-0.257295385244696,21.6715527321646,0.136273718640155,"n.s.",0.150791991142808,-0.279829122758215,21.6490189946511,0.171165541416698,"n.s.",0.0345902158565231,-0.381532891971428,21.5473152254379,0.0465637521145503,"n.s.",1,21.8620905316892,21.9956057031294,22.0687208266705,22.2131139499352,22.0585706495965,22.1298809651199,21.4954683238472,21.6222202046052,21.4375264152873,21.4997915659084,21.6007618612553,21.742343603074,21.545664103165,21.7523738861373,21.5181180234495,21.5765124274263,143.959852363927,"sp|Q9NTJ5|SAC1_HUMAN_SACM1L","ER.Membrane"
"158","sp|Q9BT22|ALG1_HUMAN","ALG1","Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG1 PE=1 SV=2",0.0129820960510595,-0.408355595421085,17.5410558275949,0.0407819971185955,"n.s.",0.0121735820539359,-0.56733313883705,17.1327002321738,0.0257063937679374,"n.s.",16.9737226887579,2.37807065126516e-07,6.56608776115851e-07,"sig",0.00343133464592394,-0.832256482192125,16.7087993454028,0.00989979630847155,"down",0.00426030320288797,-1.00935592232234,16.5316999052726,0.0103484849375288,"down",0.00254594734794522,-0.919494811756842,16.6215610158381,0.00735864755031307,"down",0.00231848360673501,-0.962407015461807,16.5786488121331,0.0068703911222166,"down",0.00468222630868981,-1.0652940166502,16.4757618109447,0.0103660582545841,"down",9,17.5874504195208,17.4946612356691,17.1401339163124,17.1252665480353,17.0166009262156,16.9308444513002,16.724179458575,16.6934192322306,16.5787725256319,16.4846272849132,16.6244444272796,16.6186776043966,16.5802223229136,16.5770753013527,16.5323190955144,16.4192045263751,142.867609845041,"sp|Q9BT22|ALG1_HUMAN_ALG1","ER.Membrane"
"159","sp|Q9UNW1|MINP1_HUMAN","MINPP1","Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1",0.0772053124485126,0.538822160919192,16.5284337399473,0.123146605791814,"n.s.",0.0889819281109801,0.648129601643483,17.0672559008665,0.115545493489063,"n.s.",17.1765633415908,0.000260648802961197,0.000332886527049719,"sig",0.053456066867174,0.698788467644661,17.227222207592,0.0697327048224262,"n.s.",0.0219742566383202,1.14814065541605,17.6765743953634,0.0324287211741683,"up",0.0249172315083024,0.997048554165524,17.5254822941128,0.035220645256585,"up",0.03224643450411,0.916402049984139,17.4448357899315,0.0438249373192942,"up",0.0295177480697235,0.95663696775668,17.485070707704,0.0408681825853234,"up",2,16.6873693292315,16.3694981506631,17.074031250366,17.060480551367,17.3098785539691,17.0432481292125,17.2828569750016,17.1715874401824,17.7450586573981,17.6080901333286,17.5471017868882,17.5038628013375,17.5013012159857,17.3883703638772,17.4303194210572,17.5398219943508,140.743923963253,"sp|Q9UNW1|MINP1_HUMAN_MINPP1","ER.Lumen"
"160","sp|Q70UQ0|IKIP_HUMAN","IKBIP","Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens OX=9606 GN=IKBIP PE=1 SV=1",0.176224934978921,0.251384471563412,20.898310942025,0.233866076180564,"n.s.",0.00859429715330154,0.653793266938401,21.1496954135884,0.0206794293697063,"up",21.5521042089634,0.000106585286445842,0.000145061366707227,"sig",0.014412749012092,0.810918258020237,21.7092292000453,0.024359377362568,"up",0.0196925655532834,0.513240432907544,21.4115513749326,0.0296124942091034,"n.s.",0.0247323087352917,0.390717342256096,21.2890282842811,0.0350429264318391,"n.s.",0.0537403313668568,0.258429358387154,21.1567403004122,0.0680910398162798,"n.s.",0.0663643075873525,0.240628698128418,21.1389396401535,0.0815289809709624,"n.s.",2,20.9593116187856,20.8373102652645,21.2557313765091,21.0436594506678,21.5514570899504,21.5527513279765,21.7864657371259,21.6319926629647,21.4518453162046,21.3712574336605,21.3031488068299,21.2749077617323,21.1433409672126,21.1701396336118,21.162198480962,21.1156807993449,139.263987634693,"sp|Q70UQ0|IKIP_HUMAN_IKBIP","ER.Lumen"
"161","sp|Q86TM6|SYVN1_HUMAN","SYVN1","E3 ubiquitin-protein ligase synoviolin OS=Homo sapiens OX=9606 GN=SYVN1 PE=1 SV=2",0.0258540997919497,0.340696239168505,18.110163789171,0.0592812763072511,"n.s.",0.00546010476920352,0.45918359204963,18.4508600283395,0.0158361360806128,"n.s.",18.5693473812206,3.90120446168307e-08,1.4995959346932e-07,"sig",0.00176998868024066,0.599205948048162,18.7093697372192,0.00726750089657006,"up",0.00289480405082597,0.776386071463161,18.8865498606342,0.00828251520865101,"up",0.00252580220800588,0.919443607878669,19.0296073970497,0.00733229015722324,"up",0.000737630067421727,0.976031500344572,19.0861952895156,0.0042476560366594,"up",0.000560659026416774,1.15625105806416,19.2664148472352,0.00396029038911704,"up",2,18.1352249370513,18.0851026412907,18.4009255390488,18.5007945176302,18.5924276268606,18.5462671355807,18.70634639262,18.7123930818184,18.8530168697574,18.9200828515109,18.9906804142089,19.0685343798905,19.0775113284136,19.0948792506176,19.2553638738141,19.2774658206562,136.913156130482,"sp|Q86TM6|SYVN1_HUMAN_SYVN1","ER.Membrane"
"162","sp|P57088|TMM33_HUMAN","TMEM33","Transmembrane protein 33 OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=2",0.00244879286943803,0.709131896189636,18.8433553811828,0.0215010291169901,"up",0.0301891862109259,0.326479758019385,19.5524872773724,0.048719306348628,"n.s.",19.1698351392021,0.00115598054714755,0.00135192800731745,"sig",0.164075148838819,-0.0615692210140004,18.7817861601688,0.187697454242634,"n.s.",0.283446735899215,0.0681766778432298,18.911532059026,0.308847621861446,"n.s.",0.0485196648533677,0.336631368517271,19.1799867497,0.0616569899540443,"n.s.",0.290818313006971,0.235826210940605,19.0791815921234,0.314462078292091,"n.s.",0.0364818270899577,0.378067643602055,19.2214230247848,0.0486856121013714,"n.s.",5,18.8719397988629,18.8147709635026,19.5729540505246,19.5320205042202,19.220358183774,19.1193120946303,18.7817270380644,18.7818452822731,18.9487505458513,18.8743135722007,19.1085099761254,19.2514635232747,18.9158874405441,19.2424757437026,19.2899603293009,19.1528857202688,133.314231077772,"sp|P57088|TMM33_HUMAN_TMEM33","ER.Membrane"
"163","sp|Q8NC44|RETR2_HUMAN","RETREG2","Reticulophagy regulator 2 OS=Homo sapiens OX=9606 GN=RETREG2 PE=1 SV=3",0.0205034431862249,0.172015502007355,17.4436938921223,0.0519468648535198,"n.s.",0.0044285904626502,0.468723801995971,17.6157093941296,0.0140982971275569,"n.s.",17.9124176941183,5.49359599471981e-07,1.33969357896623e-06,"sig",0.139810559223561,0.113003999680362,17.5566978918026,0.162498290466212,"n.s.",0.0393537877867912,0.360597750747431,17.8042916428697,0.052413109754554,"n.s.",0.00169120727991747,0.6412006269654,18.0848945190877,0.00605226899699064,"up",0.00368813163063808,0.812183265484922,18.2558771576072,0.00886648997410072,"up",0.00092444984095487,0.956349779369511,18.4000436714918,0.00465455380026491,"up",2,17.4218016466325,17.4655861376121,17.6278170333445,17.6036017549147,17.934782878833,17.8900525094035,17.5987092649991,17.5146865186062,17.8746952799125,17.7338880058269,18.0701358789061,18.0996531592693,18.300229162274,18.2115251529404,18.3808757339042,18.4192116090794,132.47949500454,"sp|Q8NC44|RETR2_HUMAN_RETREG2","ER.high.curvature"
"164","sp|Q8NC44|RETR2_HUMAN","RETREG2","Reticulophagy regulator 2 OS=Homo sapiens OX=9606 GN=RETREG2 PE=1 SV=3",0.0205034431862249,0.172015502007355,17.4436938921223,0.0519468648535198,"n.s.",0.0044285904626502,0.468723801995971,17.6157093941296,0.0140982971275569,"n.s.",17.9124176941183,5.49359599471981e-07,1.33969357896623e-06,"sig",0.139810559223561,0.113003999680362,17.5566978918026,0.162498290466212,"n.s.",0.0393537877867912,0.360597750747431,17.8042916428697,0.052413109754554,"n.s.",0.00169120727991747,0.6412006269654,18.0848945190877,0.00605226899699064,"up",0.00368813163063808,0.812183265484922,18.2558771576072,0.00886648997410072,"up",0.00092444984095487,0.956349779369511,18.4000436714918,0.00465455380026491,"up",2,17.4218016466325,17.4655861376121,17.6278170333445,17.6036017549147,17.934782878833,17.8900525094035,17.5987092649991,17.5146865186062,17.8746952799125,17.7338880058269,18.0701358789061,18.0996531592693,18.300229162274,18.2115251529404,18.3808757339042,18.4192116090794,132.47949500454,"sp|Q8NC44|RETR2_HUMAN_RETREG2","ER.Receptors"
"165","sp|P23284|PPIB_HUMAN","PPIB","Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2",0.0588424164146035,-0.542496013700404,23.5455071177399,0.10125769865691,"n.s.",0.0394893667444333,-0.579343595988203,23.0030111040395,0.0598993676328778,"n.s.",22.9661635217517,0.000285354667078862,0.000362884833318147,"sig",0.0152310674084291,-0.750008861277749,22.7954982564621,0.0253606659757068,"down",0.0118679185972377,-0.734858629389933,22.81064848835,0.0202163854725359,"down",0.0169106001254166,-1.14763620821862,22.3978709095213,0.0258472662808039,"down",0.0105389604882586,-1.02487774301921,22.5206293747207,0.0181456509502083,"down",0.0167534443384179,-0.868012773524939,22.677494344215,0.025707051172457,"down",9,23.464731021685,23.6262832137948,23.1145932193221,22.8914289887569,22.879226927353,23.0531001161504,22.8428553545206,22.7481411584036,22.8104898689282,22.8108071077717,22.2700991575066,22.525642661536,22.4519084501468,22.5893502992946,22.7576347941734,22.5973538942565,127.867191078308,"sp|P23284|PPIB_HUMAN_PPIB","ER.Lumen"
"166","sp|Q9BU23|LMF2_HUMAN","LMF2","Lipase maturation factor 2 OS=Homo sapiens OX=9606 GN=LMF2 PE=1 SV=2",0.000731435410886933,0.738006300887974,16.1748692016484,0.0180316131059399,"up",7.77168692563109e-05,1.14783266044857,16.9128755025363,0.00547099275978241,"up",17.3227018620969,0.000331952073688803,0.000418266386392611,"sig",0.00021333484321307,0.84496090984101,17.0198301114894,0.00394920710830192,"up",1.40811004805535e-05,0.937997851793629,17.112867053442,0.00270513585898634,"up",0.0141055918151104,0.803265638335397,16.9781348399838,0.0223912672129323,"up",0.0250947419459563,0.916379832748891,17.0912490343973,0.0355296502002607,"up",0.0261798507563465,0.92192470183118,17.0967939034796,0.0371063413029755,"up",2,16.1754942621912,16.1742441411056,16.892914903377,16.9328361016957,17.3328020973627,17.3126016268312,17.0321577378553,17.0075024851234,17.1094031429314,17.1163309639526,16.8817123381631,17.0745573418045,16.9432841233535,17.2392139454411,16.9446216731569,17.2489661338022,123.197980128145,"sp|Q9BU23|LMF2_HUMAN_LMF2","ER.Membrane"
"167","sp|Q9Y320|TMX2_HUMAN","TMX2","Thioredoxin-related transmembrane protein 2 OS=Homo sapiens OX=9606 GN=TMX2 PE=1 SV=1",0.2363743717934,-0.120612753791558,17.3135686100844,0.295621898847839,"n.s.",0.0703807933054238,-0.13740391304751,17.1929558562929,0.0950619153834627,"n.s.",17.1761646970369,4.88130602024522e-05,7.11019790871583e-05,"sig",0.00288635157224372,-0.622201659308015,16.6913669507764,0.00907034145476079,"down",0.0134284313529847,-0.800620991692885,16.5129476183915,0.0221079392585323,"down",0.0216449559838457,-0.5133817847797,16.8001868253047,0.0314253096361753,"n.s.",0.00703764104109747,-0.599755889445991,16.7138127206384,0.0135113249033896,"down",0.0174230134890883,-0.553630231407016,16.7599383786774,0.0265506701239499,"n.s.",3,17.2800710427042,17.3470661774646,17.256814294343,17.1290974182427,17.1571541691163,17.1951752249575,16.6909462933464,16.6917876082064,16.4254148103791,16.6004804264039,16.8692765426176,16.7310971079918,16.6759131272651,16.7517123140118,16.6939000693713,16.8259766879836,122.534801160565,"sp|Q9Y320|TMX2_HUMAN_TMX2","ER.Membrane"
"168","sp|P14625|ENPL_HUMAN","HSP90B1","Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1",0.747639587031246,-0.0267674324251139,23.0658267421291,0.7823103657978,"n.s.",0.100467063538013,-0.131518464391394,23.039059309704,0.127652736020649,"n.s.",22.9343082777377,1.22966120316707e-07,3.83354529440292e-07,"sig",0.0145872251629967,-0.396135597739679,22.6696911443894,0.0245799635585801,"n.s.",0.00683587997039596,-0.542578589712669,22.5232481524164,0.0138484478878814,"n.s.",0.00513057698123514,-0.605423545527987,22.4604031966011,0.0110113798418018,"down",0.00338465516467309,-0.731714639300044,22.334112102829,0.00844942070418679,"down",0.00263437583073722,-0.846796872865603,22.2190298692635,0.00742797751360838,"down",1,23.0232212212708,23.1084322629873,22.9803076218508,23.0978109975571,22.9193238423955,22.9492927130799,22.6467798827286,22.6926024060502,22.508482669959,22.5380136348738,22.4514649964733,22.4693413967289,22.3316266719463,22.3365975337117,22.2100143807653,22.2280453577617,121.420456034414,"sp|P14625|ENPL_HUMAN_HSP90B1","ER.Lumen"
"169","sp|Q9NZ01|TECR_HUMAN","TECR","Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1",0.0685471188573681,0.241693356895524,19.0007210371531,0.112599163878611,"n.s.",0.0024086254418104,0.631122480195323,19.2424143940487,0.010664830785639,"up",19.6318435173485,3.44314479105632e-06,6.55061327435782e-06,"sig",0.0303008334980438,0.186445184219068,19.1871662213722,0.043614836095669,"n.s.",0.0472406509228741,0.227782357668918,19.2285033948221,0.0612746327424226,"n.s.",0.386110431554214,-0.0343840122641907,18.966337024889,0.410014086818103,"n.s.",0.996535536405197,0.000147648082105434,19.0008686852353,0.996766135858258,"n.s.",0.298697316857765,-0.0585961086488211,18.9421249285043,0.321894577940087,"n.s.",6,19.0306167562702,18.970825318036,19.3021080417015,19.1827207463959,19.640157146133,19.623529888564,19.2016383403245,19.1726941024199,19.1867585993698,19.2702481902743,18.9754847638558,18.9571892859221,19.0046603581014,18.9970770123691,18.971790828691,18.9124590283177,120.912592055249,"sp|Q9NZ01|TECR_HUMAN_TECR","ER.Membrane"
"170","sp|Q14571|ITPR2_HUMAN","ITPR2","Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens OX=9606 GN=ITPR2 PE=1 SV=2",0.00137149098279144,-0.742057636213762,20.3220319033269,0.0196106307194431,"down",0.00455756406061426,-0.624049041293329,19.5799742671132,0.0143032048568951,"down",19.6979828620336,5.01985045076276e-06,9.15347123957901e-06,"sig",0.000940388379610945,-0.900060667363341,19.4219712359636,0.00566090218731978,"down",0.00225995003445019,-0.666526451829707,19.6555054514972,0.00731458931030397,"down",0.0349500090830869,-0.333000120100017,19.9890317832269,0.0466629851001215,"n.s.",0.1118645651794,-0.218990955872894,20.103040947454,0.130280097800878,"n.s.",0.0123398774040333,-0.523819155252998,19.7982127480739,0.0203467938504422,"n.s.",3,20.2946140075637,20.3494497990902,19.5777323131,19.5822162211263,19.6658059776316,19.7301597464356,19.4186317405506,19.4253107313765,19.6395156879646,19.6714952150299,19.9312657884233,20.0467977780306,20.0277477440618,20.1783341508463,19.7462716808243,19.8501538153236,120.297149415554,"sp|Q14571|ITPR2_HUMAN_ITPR2","ER.Membrane"
"171","sp|Q14257|RCN2_HUMAN","RCN2","Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1",0.0415053801532881,0.510076525122969,21.3892916144468,0.0796387983366641,"n.s.",0.036089458491992,0.585357382327864,21.8993681395697,0.0559098744840091,"n.s.",21.9746489967746,1.55130595119825e-06,3.26302675136468e-06,"sig",0.0313129826950282,0.612800365915845,22.0020919803626,0.0448105835786325,"up",0.0164722299777832,0.815369871880396,22.2046614863272,0.0257276292968267,"up",0.00866616141786249,1.23011234772705,22.6194039621738,0.0156931222156307,"up",0.0085436869341958,1.14907038962667,22.5383620040734,0.0155617202926227,"up",0.0137073126656359,0.941651115510442,22.3309427299572,0.0220187519371822,"up",2,21.2833896089638,21.4951936199297,21.8821895543725,21.916546724767,21.931594163177,22.0177038303723,21.9686277971469,22.0355561635783,22.2011091428545,22.2082138297998,22.6649083794311,22.5738995449166,22.5529141495718,22.5238098585751,22.2963929770402,22.3654924828742,118.761885028345,"sp|Q14257|RCN2_HUMAN_RCN2","ER.Lumen"
"172","sp|Q6NUQ4|TM214_HUMAN","TMEM214","Transmembrane protein 214 OS=Homo sapiens OX=9606 GN=TMEM214 PE=1 SV=2",0.321917202321544,-0.0654632393195129,19.352865337116,0.381201488416386,"n.s.",0.0237793311808918,-0.319468075583096,19.2874020977965,0.0407221635419948,"n.s.",19.0333972615329,2.1425540190605e-06,4.33170708484051e-06,"sig",0.0221864471728666,-0.60633587903569,18.7465294580803,0.0339052211082609,"down",0.00662120035852899,-0.652948500991602,18.6999168361244,0.0135640467060386,"down",0.0101898725875637,-0.562087201709005,18.790778135407,0.0176642166672324,"n.s.",0.00373874233495491,-0.911545627546726,18.4413197095693,0.00893103826628494,"down",0.00592088950435356,-0.807208979259403,18.5456563578566,0.0120778880993715,"down",1,19.3990679227636,19.3066627514684,19.2678381169867,19.3069660786062,19.0529326221395,19.0138619009263,18.8259128852527,18.6671460309079,18.7266843760417,18.6731492962071,18.8244621860648,18.7570940847491,18.4727745832914,18.4098648358471,18.5875828199005,18.5037298958127,118.754626993086,"sp|Q6NUQ4|TM214_HUMAN_TMEM214","ER.Membrane"
"173","sp|Q5T4F4|ZFY27_HUMAN","ZFYVE27","Protrudin OS=Homo sapiens OX=9606 GN=ZFYVE27 PE=1 SV=1",0.00213334930709088,0.738225957089973,18.0164146642444,0.0209579778190204,"up",0.00453226393061575,0.903291401073979,18.7546406213343,0.0142652429542287,"up",18.9197060653184,1.16593722761492e-06,2.55501326558454e-06,"sig",0.0213116208978984,0.581472442521523,18.5978871067659,0.0328002425961068,"n.s.",0.000820513695293821,0.803812413555818,18.8202270778002,0.0047871625798101,"up",0.000930291085195594,1.07513817221196,19.0915528364563,0.00474887887953435,"up",0.000508014562888741,1.03185229728474,19.0482669615291,0.00380157400800428,"up",0.00168518119855973,0.979120677171117,18.9955353414155,0.00595797951158995,"up",2,18.0390156702828,17.9938136582059,18.7802443921665,18.7290368505022,18.9763851831598,18.8630269474769,18.6811453933793,18.5146288201525,18.815755675432,18.8246984801684,19.115344452182,19.0677612207307,19.0537896255577,19.0427442975005,19.0288344767256,18.9622362061053,116.072453328353,"sp|Q5T4F4|ZFY27_HUMAN_ZFYVE27","ER.high.curvature"
"174","sp|Q9NV66|TYW1_HUMAN","TYW1","S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1 OS=Homo sapiens OX=9606 GN=TYW1 PE=2 SV=2",0.383997535928782,0.0335860625515991,19.7020620490753,0.442113869637161,"n.s.",0.0082143792592299,-0.193161731269967,19.7356481116269,0.0200766669953371,"n.s.",19.5089003178054,1.05253610868111e-06,2.34273291955411e-06,"sig",0.00295941656688417,-0.346145659381673,19.3559163896937,0.00915995027762237,"n.s.",0.0100306172368031,-0.539569008280996,19.1624930407943,0.0179719556501891,"n.s.",0.00034374812933972,-0.647506145412024,19.0545559036633,0.00357007212979519,"down",0.0115513106130057,-0.739480877535726,18.9625811715396,0.0194043651317428,"down",0.000283188726863089,-0.763714916227482,18.9383471328478,0.00335258486380648,"down",1,19.6925004208045,19.7116236773461,19.7644738120669,19.7068224111869,19.5236950444222,19.4941055911885,19.3721873280043,19.339645451383,19.1088892230871,19.2160968585016,19.0618202617449,19.0472915455817,18.8829799183027,19.0421824247764,18.9297553783835,18.9469388873122,113.356718147515,"sp|Q9NV66|TYW1_HUMAN_TYW1","ER.Membrane.associated"
"175","sp|Q8TBM8|DJB14_HUMAN","DNAJB14","DnaJ homolog subfamily B member 14 OS=Homo sapiens OX=9606 GN=DNAJB14 PE=1 SV=1",0.0306920537328773,0.334107247866179,17.843521743105,0.0654273021495767,"n.s.",0.627345382115416,0.0348765459344662,18.1776289909712,0.655640403582048,"n.s.",17.8783982890394,3.05654760083794e-06,5.91005457598836e-06,"sig",0.0234700671677231,-0.213038255627268,17.6304834874777,0.0354842131278359,"n.s.",0.0114988043006952,-0.309858194489518,17.5336635486155,0.0197864576392336,"n.s.",0.0119397866626123,-0.416832325796889,17.4266894173081,0.0197700547209889,"n.s.",0.0149837471454594,-0.281090543975012,17.56243119913,0.0235879576142549,"n.s.",0.00501451436168789,-0.409744183805756,17.4337775592992,0.0108240890528819,"n.s.",1,17.8707615951262,17.8162818910837,18.1242575147571,18.2310004671852,17.9334373444181,17.8233592336608,17.6495070448234,17.611459930132,17.5531918221453,17.5141352750856,17.4637066197073,17.3896722149088,17.5840884195667,17.5407739786932,17.4440855106367,17.4234696079617,111.587462835017,"sp|Q8TBM8|DJB14_HUMAN_DNAJB14","ER.Membrane"
"176","sp|Q96KC8|DNJC1_HUMAN","DNAJC1","DnaJ homolog subfamily C member 1 OS=Homo sapiens OX=9606 GN=DNAJC1 PE=1 SV=1",0.0239935184318067,0.0854006698386875,18.2202627017863,0.0567745659372441,"n.s.",0.00709310015719599,0.258046312400545,18.305663371625,0.0184331866906266,"n.s.",18.4783090141869,8.9055685929058e-08,2.95315076661568e-07,"sig",0.267518556113913,-0.0253121735383104,18.194950528248,0.293825170576138,"n.s.",0.121425365894953,-0.0374312637599772,18.1828314380264,0.141605596676362,"n.s.",0.0385291241503074,-0.291812273318897,17.9284504284674,0.0507363714058503,"n.s.",0.00307575406614088,-0.349313375901428,17.8709493258849,0.00803692489849409,"n.s.",0.000527962900743041,-0.656446554210056,17.5638161475763,0.00392423855188273,"down",1,18.2104021687434,18.2301232348293,18.3148430715635,18.2964836716865,18.4978066484339,18.4588113799399,18.208348330003,18.1815527264931,18.1933096695851,18.1723532064676,17.9866186676194,17.8702821893155,17.8876768938019,17.854221757968,17.5752381028185,17.5523941923341,111.354947843886,"sp|Q96KC8|DNJC1_HUMAN_DNAJC1","ER.Membrane"
"177","sp|Q6P1A2|MBOA5_HUMAN","LPCAT3","Lysophospholipid acyltransferase 5 OS=Homo sapiens OX=9606 GN=LPCAT3 PE=1 SV=1",2.42138533515787e-05,0.465699203472926,18.8400120418872,0.0133027176531731,"n.s.",0.000314949166574942,0.495137536932802,19.3057112453601,0.00652981782119579,"n.s.",19.33514957882,0.0028888708489918,0.00324636533075966,"sig",0.000171381707844371,0.125254118908472,18.9652661607957,0.0038368757359529,"n.s.",0.523090505450765,0.011312491027244,18.8513245329144,0.545819845458282,"n.s.",0.263816861577354,-0.0923207373527006,18.7476913045345,0.286483704099514,"n.s.",0.977464304430986,-0.00433437580657525,18.8356776660806,0.979958124991984,"n.s.",0.297389351838935,0.20320997733856,19.0432220192257,0.320644917267098,"n.s.",5,18.8385385920722,18.8414854917021,19.3039561003677,19.3074663903525,19.3264847794665,19.3438143781735,18.9659861434948,18.9645461780966,18.8659932669392,18.8366557988897,18.6876961044902,18.8076865045788,18.699719659686,18.9716356724752,18.8977051241795,19.188738914272,110.857214175898,"sp|Q6P1A2|MBOA5_HUMAN_LPCAT3","ER.Membrane"
"178","sp|Q86Y07|VRK2_HUMAN","VRK2","Serine/threonine-protein kinase VRK2 OS=Homo sapiens OX=9606 GN=VRK2 PE=1 SV=3",0.0366375488536186,-0.269523201456767,19.5316892749072,0.0730302036248911,"n.s.",0.00831082314646183,-0.695614012697241,19.2621660734504,0.0202054696075582,"down",18.83607526221,7.8437090493636e-07,1.81452675225444e-06,"sig",0.0226690637745541,-0.469431933602344,19.0622573413049,0.0344903302236925,"n.s.",0.00754164259606435,-0.67622071966543,18.8554685552418,0.0148108814727343,"down",0.0040390642560027,-0.831113621153378,18.7005756537538,0.00955863960940141,"down",0.00820999266110884,-0.902853456167378,18.6288358187398,0.0150979337492631,"down",0.00274073512685103,-1.01563166506128,18.5160576098459,0.00756502400115809,"down",1,19.5843956446115,19.4789829052029,19.2682686957976,19.2560634511033,18.8720497481129,18.800100776307,19.1111724301653,19.0133422524445,18.8821152687361,18.8288218417475,18.6951889570447,18.7059623504629,18.5656084882251,18.6920631492545,18.5238545961148,18.5082606235771,110.147666234462,"sp|Q86Y07|VRK2_HUMAN_VRK2","ER.Membrane"
